Property_ID,City,State,Locality,Property_Type,BHK,Area_sqft,Property_Price_INR,Monthly_Rent_INR,Rental_Yield_pct,Price_per_sqft,Demand_Score,Supply_Score,Interest_Rate_pct,Inflation_pct,GDP_Growth_pct,Latitude,Longitude,Listing_Status,Year
P0548,Hyderabad,Telangana,Kondapur,Commercial,3,1638,36083502,90208,3,22029,51,39,8.37,4.92,7.18,17.362696,78.499109,Rented,2025
P0549,Delhi,Delhi,Rohini,Apartment,3,2305,12223415,30558,3,5303,68,62,6.04,4.17,5.68,28.622186,77.213657,Sold,2022
P0550,Delhi,Delhi,Rohini,Apartment,5,3453,44364144,110910,3,12848,72,42,6.36,4.27,8.49,28.661849,77.202411,Available,2023
P0551,Delhi,Delhi,Rohini,Commercial,4,3343,42522960,106307,3,12720,76,55,6.21,7.43,7.13,28.671031,77.138189,Sold,2024
P0552,Pune,Maharashtra,Kharadi,Plot,0,4667,111438626,278596,3,23878,68,84,6.48,6.39,7.97,18.527565,73.797181,Sold,2023
P0553,Mumbai,Maharashtra,Andheri,Commercial,3,675,4369950,10924,3,6474,77,63,6.59,6.06,8.44,19.029496,72.809707,Rented,2023
P0554,Mumbai,Maharashtra,Andheri,Villa,1,2398,56734282,141835,3,23659,57,71,7.09,7.48,8.3,19.123236,72.873058,Available,2024
P0555,Hyderabad,Telangana,Madhapur,Villa,5,1015,7784035,19460,3,7669,78,93,6.26,6.61,7.51,17.364258,78.427229,Rented,2025
P0556,Hyderabad,Telangana,Madhapur,Plot,0,4008,36003864,90009,3,8983,89,84,7.24,7.25,6.36,17.320238,78.502693,Rented,2023
P0557,Bengaluru,Karnataka,HSR Layout,Villa,5,3182,39008138,97520,3,12259,65,87,7.73,7.5,6.67,13.041811,77.584457,Rented,2023
P0558,Pune,Maharashtra,Hinjewadi,Commercial,3,867,5919876,14799,3,6828,69,45,7.19,6.61,7.39,18.589171,73.883842,Available,2025
P0559,Mumbai,Maharashtra,Powai,Apartment,5,2368,25235776,63089,3,10657,51,46,6.51,7.0,6.74,19.14959,72.854949,Rented,2023
P0560,Delhi,Delhi,Rohini,Villa,1,1622,24344598,60861,3,15009,97,94,6.14,6.33,5.54,28.647063,77.281161,Available,2025
P0561,Delhi,Delhi,Rohini,Plot,0,2659,13406678,33516,3,5042,90,87,6.35,4.12,7.99,28.641586,77.229905,Sold,2024
P0562,Delhi,Delhi,Rohini,Apartment,3,1994,31768408,79421,3,15932,51,38,7.93,4.25,6.83,28.659601,77.212882,Available,2025
P0563,Mumbai,Maharashtra,Andheri,Commercial,1,2195,16554690,41386,3,7542,84,60,6.99,4.78,7.56,19.093219,72.90784,Rented,2025
P0564,Delhi,Delhi,Saket,Villa,5,3196,15212960,38032,3,4760,55,52,7.88,4.79,6.47,28.588545,77.287163,Available,2024
P0565,Hyderabad,Telangana,Kondapur,Villa,5,2632,29023064,72557,3,11027,94,68,7.3,6.69,6.51,17.37115,78.525807,Rented,2023
P0566,Bengaluru,Karnataka,Whitefield,Commercial,4,2948,35446752,88616,3,12024,76,79,6.19,4.34,6.43,12.911331,77.522397,Rented,2022
P0567,Delhi,Delhi,Dwarka,Villa,1,1112,27565368,68913,3,24789,83,59,7.55,5.47,6.22,28.589168,77.231721,Sold,2025
P0568,Pune,Maharashtra,Kharadi,Commercial,5,2510,16154360,40385,3,6436,69,57,7.35,5.69,8.23,18.532784,73.878703,Rented,2024
P0569,Mumbai,Maharashtra,Powai,Villa,1,1058,12466414,31166,3,11783,97,46,8.11,4.56,5.98,19.082753,72.856199,Available,2025
P0570,Mumbai,Maharashtra,Bandra,Villa,3,1152,20830464,52076,3,18082,66,76,6.82,4.51,7.02,19.045381,72.892831,Rented,2022
P0571,Pune,Maharashtra,Hinjewadi,Plot,0,3072,34492416,86231,3,11228,80,47,6.31,5.75,7.18,18.45917,73.827797,Rented,2023
P0572,Delhi,Delhi,Saket,Plot,0,3372,22777860,56944,3,6755,92,32,6.49,6.01,8.04,28.581478,77.270827,Available,2023
P0573,Hyderabad,Telangana,Madhapur,Apartment,2,2908,49433092,123582,3,16999,67,55,6.65,6.01,7.52,17.342386,78.467776,Available,2025
P0574,Delhi,Delhi,Dwarka,Villa,2,1738,16366746,40916,3,9417,90,48,7.31,6.99,7.76,28.567461,77.21455,Available,2023
P0575,Pune,Maharashtra,Hinjewadi,Villa,4,915,18178305,45445,3,19867,72,70,7.64,4.31,6.16,18.535052,73.861459,Available,2022
P0576,Delhi,Delhi,Saket,Apartment,1,2115,26173125,65432,3,12375,87,83,7.32,5.19,8.34,28.597196,77.19671,Rented,2023
P0577,Delhi,Delhi,Saket,Apartment,3,1438,16667858,41669,3,11591,60,80,7.1,4.81,7.84,28.569283,77.242556,Sold,2025
P0578,Hyderabad,Telangana,Kondapur,Commercial,3,2390,31418940,78547,3,13146,95,93,7.74,4.15,6.99,17.385081,78.511264,Available,2024
P0579,Bengaluru,Karnataka,Whitefield,Plot,0,3182,22133992,55334,3,6956,54,51,7.1,7.4,6.93,12.935931,77.568734,Rented,2023
P0580,Hyderabad,Telangana,Gachibowli,Apartment,3,1752,16510848,41277,3,9424,72,70,6.8,5.44,7.31,17.436276,78.430563,Available,2024
P0581,Pune,Maharashtra,Kharadi,Commercial,4,1135,26091380,65228,3,22988,78,35,7.6,6.08,7.98,18.493905,73.782456,Available,2022
P0582,Bengaluru,Karnataka,HSR Layout,Plot,0,3833,78791148,196977,3,20556,68,78,8.3,5.29,6.33,13.034622,77.550224,Sold,2023
P0583,Hyderabad,Telangana,Kondapur,Apartment,2,2521,17551202,43878,3,6962,76,94,7.96,6.49,7.88,17.323762,78.549079,Sold,2025
P0584,Pune,Maharashtra,Kharadi,Apartment,4,2109,27305223,68263,3,12947,59,93,6.32,6.91,7.59,18.47263,73.856276,Rented,2023
P0585,Pune,Maharashtra,Kharadi,Commercial,4,624,5012592,12531,3,8033,75,63,7.81,6.54,6.2,18.57612,73.822185,Available,2024
P0586,Delhi,Delhi,Dwarka,Commercial,2,1583,14231170,35577,3,8990,89,95,8.29,7.34,5.9,28.535421,77.162516,Rented,2024
P0587,Bengaluru,Karnataka,HSR Layout,Apartment,3,2499,16888242,42220,3,6758,64,79,6.64,4.55,7.84,13.031361,77.532748,Available,2023
P0588,Hyderabad,Telangana,Gachibowli,Apartment,3,2469,37309059,93272,3,15111,83,78,7.96,4.65,6.34,17.46255,78.408576,Rented,2025
P0589,Mumbai,Maharashtra,Andheri,Apartment,4,1256,14843408,37108,3,11818,97,43,6.57,4.17,5.76,19.008179,72.859882,Rented,2024
P0590,Mumbai,Maharashtra,Powai,Apartment,5,1112,24657488,61643,3,22174,82,42,7.18,6.61,8.01,19.010999,72.850116,Available,2022
P0591,Hyderabad,Telangana,Gachibowli,Commercial,1,1564,20536884,51342,3,13131,88,36,8.42,7.03,5.87,17.431705,78.528647,Sold,2023
P0592,Delhi,Delhi,Rohini,Apartment,2,1484,12983516,32458,3,8749,50,47,7.56,7.0,5.53,28.535467,77.284634,Sold,2024
P0593,Pune,Maharashtra,Hinjewadi,Apartment,3,1579,36196996,90492,3,22924,88,30,6.45,4.68,6.76,18.52153,73.782584,Available,2023
P0594,Pune,Maharashtra,Wakad,Apartment,1,1037,14477557,36193,3,13961,66,78,7.37,5.25,8.39,18.53336,73.81488,Rented,2025
P0595,Mumbai,Maharashtra,Bandra,Plot,0,3098,72555160,181387,3,23420,74,84,6.45,6.04,6.46,19.071736,72.911774,Available,2024
P0596,Bengaluru,Karnataka,Electronic City,Plot,0,4561,90357971,225894,3,19811,90,41,6.72,4.9,7.03,12.976805,77.550334,Sold,2023
P0597,Bengaluru,Karnataka,HSR Layout,Commercial,2,1833,30546945,76367,3,16665,65,69,6.18,6.21,5.57,13.028607,77.623249,Sold,2025
P0598,Bengaluru,Karnataka,Electronic City,Commercial,2,2148,35356080,88390,3,16460,64,41,7.7,6.05,5.81,12.926337,77.555648,Available,2024
P0599,Delhi,Delhi,Rohini,Plot,0,3470,63483650,158709,3,18295,80,32,7.29,4.98,6.89,28.683789,77.207037,Available,2024
P0600,Bengaluru,Karnataka,Whitefield,Apartment,5,679,14385294,35963,3,21186,85,90,6.89,4.87,5.98,12.954218,77.574354,Sold,2022
P0601,Delhi,Delhi,Saket,Apartment,1,2168,41844568,104611,3,19301,83,32,7.5,4.15,5.87,28.678654,77.216191,Available,2023
P0602,Mumbai,Maharashtra,Bandra,Plot,0,4519,81355557,203388,3,18003,71,48,6.46,6.03,6.58,19.014976,72.947423,Rented,2025
P0603,Mumbai,Maharashtra,Powai,Commercial,2,1959,18395010,45987,3,9390,79,35,8.24,6.97,6.15,19.01879,72.814561,Rented,2025
P0604,Bengaluru,Karnataka,HSR Layout,Apartment,3,3483,35443008,88607,3,10176,100,48,7.23,5.14,7.49,13.005168,77.588216,Sold,2025
P0605,Bengaluru,Karnataka,Electronic City,Villa,2,1246,17708152,44270,3,14212,80,76,7.64,4.23,6.31,13.047052,77.557341,Rented,2024
P0606,Mumbai,Maharashtra,Andheri,Apartment,4,1210,18160890,45402,3,15009,53,84,7.21,6.33,7.07,19.025281,72.90898,Available,2024
P0607,Bengaluru,Karnataka,Whitefield,Plot,0,3217,28026504,70066,3,8712,74,32,7.69,5.34,6.27,12.973016,77.526128,Sold,2023
P0608,Hyderabad,Telangana,Gachibowli,Commercial,4,1066,10326342,25815,3,9687,88,64,6.74,6.84,8.0,17.440247,78.442384,Available,2025
P0609,Bengaluru,Karnataka,HSR Layout,Apartment,5,3408,45098064,112745,3,13233,81,85,7.36,7.08,5.71,12.948856,77.624417,Rented,2022
P0610,Hyderabad,Telangana,Kondapur,Commercial,2,3345,21735810,54339,3,6498,71,32,8.34,7.16,8.41,17.349253,78.489013,Available,2022
P0611,Bengaluru,Karnataka,HSR Layout,Apartment,5,2654,22564308,56410,3,8502,79,61,6.91,4.97,8.29,12.900027,77.649801,Available,2022
P0612,Pune,Maharashtra,Kharadi,Plot,0,2471,60388769,150971,3,24439,73,76,8.24,5.14,5.53,18.564985,73.880326,Rented,2022
P0613,Hyderabad,Telangana,Gachibowli,Villa,3,2649,52953510,132383,3,19990,50,54,7.44,4.73,6.46,17.387215,78.489649,Available,2024
P0614,Pune,Maharashtra,Kharadi,Villa,5,2512,57210800,143027,3,22775,61,73,6.17,5.68,7.73,18.472393,73.853724,Rented,2022
P0615,Mumbai,Maharashtra,Andheri,Plot,0,2542,17870260,44675,3,7030,87,52,6.9,5.36,8.06,19.081266,72.898574,Sold,2025
P0616,Delhi,Delhi,Rohini,Plot,0,1777,19982365,49955,3,11245,59,94,6.21,5.42,5.63,28.599164,77.273904,Rented,2022
P0617,Delhi,Delhi,Dwarka,Commercial,5,2326,18738256,46845,3,8056,98,89,7.09,5.46,6.71,28.61722,77.173915,Rented,2023
P0618,Pune,Maharashtra,Wakad,Commercial,2,2022,11715468,29288,3,5794,72,76,6.45,7.28,8.26,18.474768,73.862548,Available,2024
P0619,Hyderabad,Telangana,Madhapur,Commercial,3,1516,29502876,73757,3,19461,87,75,7.8,6.28,6.79,17.318742,78.424658,Available,2024
P0620,Pune,Maharashtra,Wakad,Villa,3,1557,18942462,47356,3,12166,65,53,7.16,6.45,7.74,18.561329,73.790114,Available,2025
P0621,Hyderabad,Telangana,Kondapur,Plot,0,4230,31737690,79344,3,7503,73,90,8.37,5.31,7.42,17.31914,78.53054,Sold,2024
P0622,Bengaluru,Karnataka,Electronic City,Commercial,1,1459,12712267,31780,3,8713,54,95,6.59,5.31,8.4,12.964533,77.54121,Sold,2022
P0623,Pune,Maharashtra,Hinjewadi,Commercial,3,3122,41566308,103915,3,13314,89,70,7.09,5.49,5.94,18.528094,73.820663,Available,2024
P0624,Hyderabad,Telangana,Kondapur,Commercial,5,3269,44360330,110900,3,13570,52,39,6.52,6.27,7.16,17.357102,78.419503,Sold,2023
P0625,Hyderabad,Telangana,Gachibowli,Commercial,2,798,9661386,24153,3,12107,63,47,6.08,4.29,7.62,17.384503,78.424733,Sold,2024
P0626,Hyderabad,Telangana,Kondapur,Apartment,4,3434,72320040,180800,3,21060,85,35,6.97,6.48,8.13,17.312176,78.557085,Rented,2025
P0627,Delhi,Delhi,Dwarka,Villa,5,736,6548192,16370,3,8897,97,50,8.47,5.77,6.67,28.667201,77.164623,Rented,2022
P0628,Delhi,Delhi,Saket,Plot,0,3338,34331330,85828,3,10285,50,82,8.4,5.71,8.07,28.540619,77.26262,Sold,2022
P0629,Pune,Maharashtra,Hinjewadi,Plot,0,4449,30969489,77423,3,6961,87,89,6.55,6.46,6.02,18.550774,73.875505,Rented,2025
P0630,Delhi,Delhi,Rohini,Plot,0,3997,23714201,59285,3,5933,75,77,8.24,6.89,7.79,28.629897,77.170846,Available,2022
P0631,Pune,Maharashtra,Kharadi,Apartment,4,3147,74373051,185932,3,23633,79,80,6.73,5.51,8.02,18.539788,73.811335,Available,2023
P0632,Hyderabad,Telangana,Kondapur,Apartment,5,1122,8289336,20723,3,7388,52,58,6.23,5.31,7.79,17.453111,78.533048,Available,2024
P0633,Delhi,Delhi,Dwarka,Plot,0,3092,32843224,82108,3,10622,76,53,7.73,4.39,7.58,28.682477,77.250782,Rented,2025
P0634,Bengaluru,Karnataka,HSR Layout,Apartment,5,978,21291060,53227,3,21770,84,53,6.91,5.63,6.11,12.914758,77.58969,Available,2024
P0635,Delhi,Delhi,Saket,Villa,4,2299,33107899,82769,3,14401,81,80,6.03,5.4,8.13,28.603518,77.204273,Rented,2025
P0636,Mumbai,Maharashtra,Andheri,Commercial,3,2835,39596445,98991,3,13967,60,56,8.33,4.32,6.57,19.144143,72.812161,Available,2022
P0637,Bengaluru,Karnataka,Electronic City,Commercial,2,3320,48269480,120673,3,14539,62,86,7.4,6.92,5.83,12.997349,77.516234,Rented,2022
P0638,Delhi,Delhi,Rohini,Commercial,5,3122,32587436,81468,3,10438,99,53,7.03,4.3,7.73,28.558009,77.213757,Available,2024
P0639,Hyderabad,Telangana,Kondapur,Apartment,5,1737,11710854,29277,3,6742,89,78,6.66,4.26,7.63,17.3293,78.483118,Available,2022
P0640,Bengaluru,Karnataka,Electronic City,Commercial,5,753,6569925,16424,3,8725,62,39,6.09,6.67,5.98,13.011945,77.515723,Available,2023
P0641,Bengaluru,Karnataka,HSR Layout,Apartment,5,2529,22141395,55353,3,8755,72,86,7.85,5.73,8.4,13.026564,77.541985,Available,2023
P0642,Delhi,Delhi,Saket,Villa,2,1488,22345296,55863,3,15017,57,58,7.8,5.17,5.57,28.544755,77.188026,Sold,2022
P0643,Bengaluru,Karnataka,HSR Layout,Commercial,2,3451,61445055,153612,3,17805,87,63,6.35,5.05,7.76,12.894154,77.615692,Rented,2024
P0644,Mumbai,Maharashtra,Bandra,Apartment,4,2707,54478375,136195,3,20125,85,39,8.49,4.54,8.23,19.10798,72.875804,Available,2023
P0645,Hyderabad,Telangana,Kondapur,Commercial,1,1701,22514436,56286,3,13236,85,31,8.43,6.56,8.01,17.417506,78.560429,Sold,2024
P0646,Delhi,Delhi,Saket,Plot,0,1497,15082275,37705,3,10075,81,46,6.76,6.49,8.08,28.67501,77.140256,Sold,2023
P0647,Mumbai,Maharashtra,Powai,Villa,4,2215,33473080,83682,3,15112,86,51,7.84,6.35,6.7,19.075808,72.878952,Available,2024
P0648,Hyderabad,Telangana,Gachibowli,Commercial,3,3420,24056280,60140,3,7034,82,53,7.67,4.03,6.83,17.460155,78.439612,Sold,2022
P0649,Mumbai,Maharashtra,Bandra,Commercial,4,1214,6765622,16914,3,5573,69,82,8.17,4.9,8.29,19.055478,72.869757,Rented,2024
P0650,Mumbai,Maharashtra,Andheri,Apartment,1,1683,30369735,75924,3,18045,56,39,8.06,4.87,8.37,19.104534,72.828384,Rented,2024
P0651,Delhi,Delhi,Dwarka,Apartment,1,2979,37252395,93130,3,12505,94,73,6.57,7.02,7.91,28.604065,77.157361,Available,2023
P0652,Hyderabad,Telangana,Gachibowli,Apartment,5,783,6515343,16288,3,8321,78,47,6.67,6.62,6.53,17.423724,78.543436,Rented,2022
P0653,Delhi,Delhi,Saket,Plot,0,3295,79870800,199677,3,24240,66,67,8.39,5.08,6.76,28.584405,77.233306,Rented,2022
P0654,Pune,Maharashtra,Wakad,Apartment,3,3049,50592057,126480,3,16593,100,75,7.68,4.22,6.94,18.483404,73.873974,Sold,2024
P0655,Hyderabad,Telangana,Gachibowli,Plot,0,2355,32407155,81017,3,13761,67,53,7.59,5.89,5.58,17.343515,78.519406,Available,2024
P0656,Bengaluru,Karnataka,HSR Layout,Plot,0,1472,18664960,46662,3,12680,63,94,8.47,6.1,8.02,12.981898,77.636587,Available,2024
P0657,Mumbai,Maharashtra,Andheri,Apartment,1,3039,17927061,44817,3,5899,88,93,8.11,6.28,6.4,19.127207,72.810727,Available,2022
P0658,Bengaluru,Karnataka,Whitefield,Villa,1,2996,22751624,56879,3,7594,77,48,7.88,5.03,6.95,12.955571,77.669064,Sold,2023
P0659,Mumbai,Maharashtra,Bandra,Villa,5,3041,62735830,156839,3,20630,97,63,6.69,5.81,6.14,18.996788,72.88103,Rented,2023
P0660,Pune,Maharashtra,Wakad,Apartment,4,2686,52331338,130828,3,19483,50,31,7.96,6.38,5.86,18.48185,73.826874,Sold,2023
P0661,Hyderabad,Telangana,Madhapur,Plot,0,2203,32353258,80883,3,14686,73,94,8.31,4.56,7.39,17.458404,78.466756,Available,2024
P0662,Pune,Maharashtra,Kharadi,Plot,0,2996,47867092,119667,3,15977,73,89,7.9,5.45,6.67,18.520839,73.83431,Sold,2023
P0663,Mumbai,Maharashtra,Andheri,Villa,3,1993,20543844,51359,3,10308,92,90,7.23,6.5,7.47,19.032086,72.848617,Available,2024
P0664,Bengaluru,Karnataka,Whitefield,Villa,3,1680,21314160,53285,3,12687,94,81,6.37,7.38,7.46,12.979345,77.522852,Sold,2025
P0665,Pune,Maharashtra,Wakad,Apartment,2,1245,12934305,32335,3,10389,65,60,6.19,6.97,7.67,18.474357,73.913021,Available,2022
P0666,Bengaluru,Karnataka,Whitefield,Apartment,2,3325,30270800,75677,3,9104,55,78,7.55,5.06,8.04,12.891866,77.560506,Sold,2022
P0667,Mumbai,Maharashtra,Andheri,Villa,5,1414,23818830,59547,3,16845,67,57,8.01,6.46,5.84,19.016114,72.921679,Rented,2025
P0668,Bengaluru,Karnataka,Whitefield,Apartment,2,1639,9678295,24195,3,5905,80,76,7.74,4.03,8.02,13.035175,77.57241,Rented,2023
P0669,Hyderabad,Telangana,Kondapur,Plot,0,4349,89380648,223451,3,20552,52,54,7.37,5.45,6.51,17.368067,78.442088,Sold,2023
P0670,Hyderabad,Telangana,Gachibowli,Villa,1,2712,31448352,78620,3,11596,97,42,7.95,5.36,6.0,17.458721,78.504185,Rented,2022
P0671,Bengaluru,Karnataka,Whitefield,Apartment,5,1348,23940480,59851,3,17760,69,48,7.89,5.99,7.76,12.913026,77.674003,Rented,2023
P0672,Pune,Maharashtra,Hinjewadi,Commercial,5,1643,33602636,84006,3,20452,99,68,7.6,7.18,5.77,18.564391,73.77882,Rented,2024
P0673,Delhi,Delhi,Dwarka,Commercial,4,3336,24072576,60181,3,7216,54,95,7.48,7.18,7.41,28.654706,77.216196,Rented,2023
P0674,Pune,Maharashtra,Hinjewadi,Villa,4,1185,18948150,47370,3,15990,85,53,8.38,5.49,7.47,18.440424,73.843683,Available,2022
P0675,Pune,Maharashtra,Hinjewadi,Apartment,3,2952,64161720,160404,3,21735,70,60,6.08,4.39,7.53,18.505165,73.791457,Sold,2024
P0676,Mumbai,Maharashtra,Powai,Villa,1,905,21550765,53876,3,23813,85,33,7.94,4.39,7.12,19.053272,72.954069,Rented,2022
P0677,Delhi,Delhi,Rohini,Commercial,4,1826,39728282,99320,3,21757,85,78,6.14,5.38,7.98,28.554877,77.145884,Rented,2024
P0678,Hyderabad,Telangana,Kondapur,Apartment,4,839,9263399,23158,3,11041,65,59,6.04,4.67,6.03,17.361337,78.524797,Available,2022
P0679,Mumbai,Maharashtra,Bandra,Apartment,5,2434,13228790,33071,3,5435,52,54,7.95,6.27,7.83,19.019885,72.811031,Rented,2025
P0680,Delhi,Delhi,Saket,Plot,0,1933,44665831,111664,3,23107,72,57,6.63,6.87,8.38,28.641545,77.199448,Sold,2025
P0681,Delhi,Delhi,Dwarka,Villa,1,2934,40093110,100232,3,13665,100,52,8.32,5.67,7.15,28.611314,77.242551,Rented,2025
P0682,Hyderabad,Telangana,Gachibowli,Apartment,5,1876,21069356,52673,3,11231,52,81,7.59,5.19,6.76,17.391779,78.563882,Rented,2024
P0683,Hyderabad,Telangana,Kondapur,Villa,5,2908,47269540,118173,3,16255,62,92,6.84,6.64,6.74,17.359343,78.412523,Available,2023
P0684,Delhi,Delhi,Rohini,Apartment,1,1339,22708101,56770,3,16959,95,47,8.13,5.27,7.96,28.575081,77.223565,Available,2024
P0685,Mumbai,Maharashtra,Powai,Apartment,4,2325,35828250,89570,3,15410,50,75,7.02,5.71,6.08,19.136624,72.908389,Available,2023
P0686,Bengaluru,Karnataka,HSR Layout,Commercial,4,1081,19690415,49226,3,18215,64,31,7.7,4.41,7.41,12.987284,77.634348,Rented,2025
P0687,Mumbai,Maharashtra,Andheri,Commercial,5,3093,30923814,77309,3,9998,89,35,7.09,4.96,6.6,19.024246,72.924283,Sold,2024
P0688,Delhi,Delhi,Rohini,Apartment,2,960,14064960,35162,3,14651,93,71,6.26,6.36,8.16,28.689782,77.257961,Available,2025
P0689,Hyderabad,Telangana,Gachibowli,Villa,1,2416,30115440,75288,3,12465,76,46,6.24,4.47,7.67,17.457725,78.535982,Available,2023
P0690,Hyderabad,Telangana,Gachibowli,Commercial,2,1841,36414980,91037,3,19780,88,55,7.32,5.1,7.51,17.456865,78.41468,Sold,2022
P0691,Pune,Maharashtra,Wakad,Villa,4,698,4519550,11298,3,6475,92,62,8.4,6.03,7.29,18.596302,73.905194,Sold,2024
P0692,Mumbai,Maharashtra,Bandra,Commercial,1,2801,18150480,45376,3,6480,92,95,7.52,6.61,7.29,19.031585,72.81031,Rented,2024
P0693,Hyderabad,Telangana,Madhapur,Apartment,1,2889,23643576,59108,3,8184,66,87,6.66,7.07,7.35,17.424709,78.53741,Sold,2024
P0694,Hyderabad,Telangana,Kondapur,Plot,0,2141,34709892,86774,3,16212,71,37,8.21,5.04,7.63,17.339457,78.40796,Rented,2024
P0695,Pune,Maharashtra,Kharadi,Plot,0,1456,21867664,54669,3,15019,91,47,7.22,4.46,8.44,18.544584,73.881856,Available,2024
P0696,Mumbai,Maharashtra,Andheri,Apartment,4,2435,12335710,30839,3,5066,59,46,8.36,4.87,6.31,19.023096,72.952659,Sold,2022
P0697,Hyderabad,Telangana,Gachibowli,Plot,0,3692,25005916,62514,3,6773,75,95,6.84,4.81,7.9,17.430883,78.429657,Sold,2022
P0698,Pune,Maharashtra,Hinjewadi,Commercial,3,2301,39823407,99558,3,17307,53,58,7.96,4.2,7.12,18.531298,73.891573,Sold,2024
P0699,Hyderabad,Telangana,Madhapur,Apartment,3,1269,27589329,68973,3,21741,90,91,6.95,6.7,7.76,17.368103,78.505429,Sold,2023
P0700,Bengaluru,Karnataka,Whitefield,Apartment,2,2289,12344577,30861,3,5393,67,79,7.59,6.86,6.37,12.92446,77.655142,Sold,2022
P0701,Mumbai,Maharashtra,Andheri,Commercial,2,1313,15708732,39271,3,11964,81,47,6.68,5.98,7.56,19.078861,72.917727,Rented,2022
P0702,Hyderabad,Telangana,Kondapur,Plot,0,3402,49917546,124793,3,14673,74,75,7.61,4.07,6.97,17.403221,78.486071,Available,2025
P0703,Delhi,Delhi,Rohini,Plot,0,2725,22143350,55358,3,8126,64,89,7.73,6.19,5.66,28.577176,77.278064,Sold,2025
P0704,Bengaluru,Karnataka,Whitefield,Apartment,3,3013,29114619,72786,3,9663,75,46,6.91,5.32,7.01,13.026002,77.608128,Rented,2022
P0705,Mumbai,Maharashtra,Andheri,Apartment,4,1869,38028543,95071,3,20347,58,48,7.08,5.27,7.68,19.150719,72.954106,Sold,2023
P0706,Hyderabad,Telangana,Kondapur,Villa,1,1752,15927432,39818,3,9091,60,49,8.25,6.44,7.79,17.31577,78.505661,Available,2022
P0707,Bengaluru,Karnataka,HSR Layout,Commercial,1,1797,13605087,34012,3,7571,94,67,6.92,5.15,7.94,13.046589,77.573006,Available,2023
P0708,Hyderabad,Telangana,Kondapur,Plot,0,3127,45916868,114792,3,14684,96,49,8.46,5.64,8.07,17.369077,78.474232,Sold,2024
P0709,Pune,Maharashtra,Wakad,Plot,0,1939,9169531,22923,3,4729,71,69,6.89,4.0,8.48,18.489593,73.925817,Available,2024
P0710,Mumbai,Maharashtra,Powai,Commercial,4,974,9345530,23363,3,9595,86,91,7.89,4.56,6.77,19.046187,72.888857,Rented,2025
P0711,Bengaluru,Karnataka,Electronic City,Villa,4,3388,57142008,142855,3,16866,50,43,6.95,5.23,6.8,12.988347,77.520002,Rented,2024
P0712,Delhi,Delhi,Dwarka,Villa,3,2256,13409664,33524,3,5944,98,87,7.05,4.41,8.06,28.674257,77.244409,Available,2025
P0713,Hyderabad,Telangana,Kondapur,Commercial,4,2474,45900122,114750,3,18553,81,60,8.44,7.18,6.03,17.428404,78.46768,Rented,2024
P0714,Bengaluru,Karnataka,Electronic City,Villa,3,2621,62086248,155215,3,23688,91,43,6.7,4.02,8.19,12.97558,77.61798,Rented,2025
P0715,Hyderabad,Telangana,Madhapur,Plot,0,3030,37938630,94846,3,12521,73,83,6.72,7.23,5.96,17.337737,78.513387,Available,2022
P0716,Delhi,Delhi,Saket,Commercial,2,2164,45136712,112841,3,20858,100,58,7.91,4.44,7.09,28.614002,77.246123,Rented,2023
P0717,Mumbai,Maharashtra,Bandra,Commercial,2,796,17713388,44283,3,22253,53,71,7.8,6.11,8.46,19.146814,72.828116,Rented,2025
P0718,Pune,Maharashtra,Hinjewadi,Apartment,5,3455,81216685,203041,3,23507,76,84,6.02,7.39,7.35,18.505572,73.921866,Sold,2023
P0719,Mumbai,Maharashtra,Powai,Villa,4,2950,26016050,65040,3,8819,80,57,6.78,4.88,5.61,19.013056,72.840547,Rented,2023
P0720,Hyderabad,Telangana,Madhapur,Apartment,3,908,13504684,33761,3,14873,72,49,6.73,5.49,6.99,17.321795,78.542019,Sold,2024
P0721,Mumbai,Maharashtra,Bandra,Villa,1,1257,22233816,55584,3,17688,76,37,8.33,7.04,8.13,19.001537,72.94748,Rented,2025
P0722,Delhi,Delhi,Rohini,Plot,0,2828,40618564,101546,3,14363,75,74,6.86,5.52,6.71,28.567507,77.185765,Rented,2023
P0723,Hyderabad,Telangana,Gachibowli,Commercial,1,2968,71332912,178332,3,24034,99,61,6.29,5.7,6.06,17.408432,78.515143,Available,2025
P0724,Pune,Maharashtra,Wakad,Commercial,3,1744,30357808,75894,3,17407,79,55,7.82,6.19,6.97,18.565307,73.861135,Rented,2024
P0725,Delhi,Delhi,Rohini,Apartment,2,3428,73160376,182900,3,21342,75,93,7.86,4.92,6.25,28.62954,77.13688,Rented,2023
P0726,Hyderabad,Telangana,Madhapur,Apartment,5,899,7507549,18768,3,8351,88,42,8.41,7.34,7.75,17.37798,78.563987,Available,2024
P0727,Pune,Maharashtra,Wakad,Apartment,4,3488,27311040,68277,3,7830,92,62,7.12,4.18,7.51,18.576667,73.813515,Available,2025
P0728,Pune,Maharashtra,Hinjewadi,Apartment,5,3063,25355514,63388,3,8278,97,57,7.56,7.2,5.67,18.493713,73.802901,Rented,2025
P0729,Pune,Maharashtra,Hinjewadi,Apartment,2,1314,29173428,72933,3,22202,70,88,6.85,5.77,8.08,18.561224,73.835161,Available,2022
P0730,Pune,Maharashtra,Kharadi,Villa,4,1270,10513060,26282,3,8278,97,95,8.19,5.13,5.72,18.594829,73.790158,Rented,2025
